Missing_Rule,MF RMSE,Ridge RMSE,MEAN RMSE,MIWAE RMSE
C0_lower,0.14706243769181704,0.10278891503316027,0.17646999802140373,0.08979110813975433
C0_upper,0.39524078580877653,0.2690264546726378,0.4530562830556357,1.2279422765080756
C0_double,2.357689192083687,2.389299217465567,2.390286568438772,2.4700075028860407
C1_lower,0.1497576136819622,0.1610488911788599,0.1694784882714055,0.06736893882125965
C1_upper,0.8055974339723979,0.8133864884684515,0.8444346276141653,1.4576930838438429
C1_double,1.942499285159485,1.9691854329297291,1.969205780937361,2.090069106546548
C2_lower,0.13045692949982882,0.1291480191224049,0.12783881451425413,0.06426569184051519
C2_upper,0.6154646903633689,0.6102370663475326,0.6228575731158217,1.3627272472750411
C2_double,3.4338282638633006,3.444246764304497,3.439608602067527,3.5476926663489543
C3_lower,0.043481616350183154,0.027259585872503676,0.11911690626912207,0.01830490742519001
C3_upper,0.9759068149008123,0.3757996733054219,1.350259419584103,1.7038654121760295
C3_double,0.9768394301692395,0.4807455547906361,1.1741344520962034,1.3880792670399567
C4_lower,0.061235238898600344,0.05663818959777233,0.06993971250118923,0.028406888988501428
C4_upper,1.088536567789959,1.0844265275908873,1.1391739767438989,1.7086410331704716
C4_double,4.180104789609816,4.181338125004613,4.201305918021695,4.331900866049682
C5_lower,0.07666860931160802,0.07355945088493289,0.10036297142083071,0.0424167230604255
C5_upper,0.7255109588991014,0.6874352092251205,0.8352128645209232,1.4167159615459552
C5_double,1.7876568726338995,1.7994411385195432,1.832200167361665,1.9547147687233701
C6_lower,0.15148416863905004,0.1403682035376034,0.21251212894746196,0.08922521344772624
C6_upper,0.41612688928063096,0.3698267203377582,0.5427542337250959,1.2498754607038023
C6_double,1.4318410991811943,1.4123939569103428,1.5371098834181756,1.6639266464833702
C7_lower,0.05181954670098617,0.009083738934650925,0.10616744372952738,0.041957311860635456
C7_upper,0.3749667125754642,0.08155387500948821,0.6688645240309389,1.2861567698606127
C7_double,1.0269366992997806,0.339902014213733,1.3233523954315054,1.4355393463338542
